Image Pair,Dice full,Dice no background,MSE,SSIM,Time,Mean Dice full, Mean Dice no background,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
163,0.4378549081731276,0.24855040213123242,0.0017416721612413142,0.8345843568135918,0.0023283958435058594,-,-,-,-,-,-
164,0.41958188231585825,0.2258005987480722,0.001652577226871267,0.8077800908102322,0.002357006072998047,-,-,-,-,-,-
165,0.40233830649041563,0.2429268292682927,0.001584062269370171,0.8761430771976598,0.0023221969604492188,-,-,-,-,-,-
166,0.24824945594274422,0.0,0.0015414708891495872,0.7863135485780641,0.002356290817260742,-,-,-,-,-,-
167,0.23973943821070864,0.0,0.0012625740821975038,0.7746284385854612,0.002336740493774414,-,-,-,-,-,-
168,0.42628151578187323,0.032407407407407406,0.0015664080976930043,0.8707298084227169,0.0023260116577148438,-,-,-,-,-,-
169,0.6553130562619134,0.5342851400332457,0.0009127046848777195,0.7852926826414104,0.00234222412109375,-,-,-,-,-,-
170,0.625004426836494,0.4765767210047506,0.00027555075462313324,0.9497686914143109,0.0023348331451416016,-,-,-,-,-,-
171,0.6022790135838718,0.4662094004609825,0.0007258893124613154,0.8462230166546933,0.0023436546325683594,-,-,-,-,-,-
172,0.6102967878581356,0.44495788058702285,0.00040465739027643503,0.9383508195272514,0.0023310184478759766,-,-,-,-,-,-
173,0.6545812829620647,0.5227697923796486,0.00023729063176306222,0.953929731850397,0.0023419857025146484,-,-,-,-,-,-
174,0.6353392104669338,0.4826862720443389,0.0001929603407686031,0.9535388723161958,0.0023343563079833984,-,-,-,-,-,-
175,0.6308992439212403,0.4905442446009659,0.000735687823572548,0.7943531667349678,0.0023365020751953125,-,-,-,-,-,-
176,0.6293455593948789,0.474065025945362,0.0004043650655056407,0.894391876360366,0.002349853515625,-,-,-,-,-,-
177,0.600220186254736,0.4506860700743993,0.0008992709745926258,0.766837113937179,0.0023698806762695312,-,-,-,-,-,-
178,0.564137896259783,0.3931998785853504,0.0009775621179227967,0.7553728336789518,0.0023479461669921875,-,-,-,-,-,-
179,0.5464679660452724,0.3990972172507951,0.00035124735621346444,0.86870275495081,0.002331972122192383,-,-,-,-,-,-
180,0.585270893164987,0.451326754105314,0.000364511512057113,0.8717269500913365,0.0023665428161621094,-,-,-,-,-,-
181,0.5599363434383593,0.4472565447629466,0.0003413061971017094,0.9153560682901314,0.002328157424926758,-,-,-,-,-,-
182,0.4990318575741195,0.3545964352073784,0.0001503682951574296,0.9712849452563694,0.002352476119995117,-,-,-,-,-,-
183,0.4757136047908729,0.32268890808799094,0.00037599206985492763,0.8772054098405121,0.002338409423828125,-,-,-,-,-,-
184,0.42734171380163033,0.2430821588559868,0.0001828516025189219,0.9569667754445225,0.0023229122161865234,-,-,-,-,-,-
185,0.41100493652045206,0.1035653650254669,0.004234151225677903,0.6804517726659852,0.00234222412109375,-,-,-,-,-,-
186,0.5702106753720826,0.47830505983144633,0.0035390328374592292,0.701788082986162,0.002331256866455078,-,-,-,-,-,-
187,0.6001260095655051,0.4901074855822669,0.0011824457151054656,0.7671204181997167,0.002348661422729492,-,-,-,-,-,-
188,0.5543767216090334,0.3960990985745949,0.0018233831769690087,0.7660462483159199,0.0023431777954101562,-,-,-,-,-,-
189,0.540653062936605,0.36138826960338283,0.0003143216774434718,0.9362464968759389,0.002346515655517578,-,-,-,-,-,-
190,0.498108386763683,0.2821514255926586,0.0006260388073718664,0.8832273564311964,0.0023543834686279297,-,-,-,-,-,-
191,0.4601600810710542,0.23411543411543412,8.883663840882124e-05,0.9715578257354065,0.0023314952850341797,-,-,-,-,-,-
192,0.5456850103889631,0.39475095785440617,0.0004360082689752537,0.8485776239123817,0.0023508071899414062,-,-,-,-,-,-
193,0.8010822399107904,0.7072375149300654,0.001114531222903281,0.7901788051914712,0.0023136138916015625,-,-,-,-,-,-
194,0.836080408988034,0.7690528470920319,0.00023210921280718638,0.9493677940107528,0.0023200511932373047,-,-,-,-,-,-
195,0.8382171392243756,0.7641450836150356,0.0004522736024840636,0.8800434633691995,0.0023436546325683594,-,-,-,-,-,-
196,0.8587028504807942,0.7900252931787619,0.0006169227042523121,0.8140826911208968,0.002328634262084961,-,-,-,-,-,-
197,0.7598810324818439,0.6320281539816918,0.0006351990943156909,0.8206910757361091,0.0023262500762939453,-,-,-,-,-,-
198,0.8481077056428199,0.7684048679210791,0.00043087145626195556,0.8545944304680435,0.0023508071899414062,-,-,-,-,-,-
199,0.6103884577830176,0.4925731610459433,0.002216468144675786,0.7405518450012037,0.0023317337036132812,-,-,-,-,-,-
200,0.7828540542072663,0.6578362880864668,0.0007368776855844705,0.8749036418166575,0.0023696422576904297,-,-,-,-,-,-
201,0.7950923460282865,0.6778747251188196,0.0011643566494901035,0.751877861301703,0.00234222412109375,-,-,-,-,-,-
202,0.8172480781505989,0.710454031812426,0.0012683839881306213,0.7236426888368915,0.0023467540740966797,-,-,-,-,-,-
203,0.7700029241610468,0.6319894628447713,0.0011055813759921556,0.7611153695777724,0.002363443374633789,-,-,-,-,-,-
204,0.814538880797478,0.6952176756907703,0.0009373144465312266,0.7732271307496892,0.0023512840270996094,-,-,-,-,-,-
205,0.7808646212380352,0.6429537676105,0.0010124417030976222,0.7549693594960537,0.002377748489379883,-,-,-,-,-,-
206,0.7735569082381492,0.6304563492063492,0.0010052215792025602,0.7692723491629186,0.0023703575134277344,-,-,-,-,-,-
207,0.7870049318825609,0.6553864197685744,0.0008844834272931062,0.7733892263490452,0.003044605255126953,-,-,-,-,-,-
208,0.8561439364306814,0.7749243216941606,0.00020453265311743733,0.9580132967886471,0.0029010772705078125,-,-,-,-,-,-
209,0.8399274929501731,0.7483101004955309,0.00018357278479913506,0.9606474434971809,0.002859354019165039,-,-,-,-,-,-
210,0.8504896519043963,0.7614720019783311,0.0002169773891786512,0.9553450381806918,0.0030252933502197266,-,-,-,-,-,-
211,0.8016180599701405,0.7003209241541979,0.0008683529556413561,0.774451182190805,0.001966238021850586,-,-,-,-,-,-
212,0.8187414211739985,0.7306467664015998,0.0001979296820806264,0.9653617984219455,0.0019309520721435547,-,-,-,-,-,-
213,0.7732495475226948,0.6427028218694886,0.0005862427676174333,0.9236570314470413,0.001959562301635742,-,-,-,-,-,-
214,0.6537639612244872,0.5748232874951806,0.0016496691309760463,0.7997439425448288,0.002080202102661133,-,-,-,-,-,-
215,0.7328668888793882,0.6384615384615384,0.0009570480938179251,0.813629664594201,0.002057313919067383,-,-,-,-,-,-
216,0.45677867457322063,0.13748854262144822,0.0007010887402204074,0.8609220737405742,0.0020079612731933594,-,-,-,-,-,-
217,0.6395787704920057,0.5449266434331607,0.000665947527649262,0.8970944665125172,0.001978635787963867,-,-,-,-,-,-
218,0.6453678381682435,0.5727792396057938,0.0008133549837211285,0.8132959264269511,0.0019516944885253906,-,-,-,-,-,-
219,0.6463494246389228,0.5827153791244224,0.0006532060205609181,0.8673697242314616,0.001947641372680664,-,-,-,-,-,-
220,0.6004377765929927,0.505236002652228,0.003000606610428078,0.7679651375393217,0.0019500255584716797,-,-,-,-,-,-
221,0.5472447022245578,0.45419858970904486,0.0009361675316583391,0.8064170767073968,0.0019571781158447266,-,-,-,-,-,-
222,0.4628078328825461,0.42962301870626873,0.0009674520677694205,0.8014568488691856,0.0020372867584228516,-,-,-,-,-,-
223,0.7492313134336481,0.5,0.0005593880273025669,0.8727761242676892,0.0019271373748779297,-,-,-,-,-,-
-,-,-,-,-,-,0.591035879303408,0.44229346028535615,0.0009138482895611505,0.8384049370072774,0.002373047173023224,0.29525030226934523
